Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:29] Train Step 3035/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6854.49, Accuracy = 0.60, Loss = 1.232
[2019-11-29 23:29] Train Step 3040/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6881.73, Accuracy = 0.61, Loss = 1.277
[2019-11-29 23:29] Train Step 3045/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6797.90, Accuracy = 0.61, Loss = 1.243
[2019-11-29 23:29] Train Step 3050/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6900.30, Accuracy = 0.61, Loss = 1.263
[2019-11-29 23:29] Train Step 3055/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6826.25, Accuracy = 0.62, Loss = 1.250
[2019-11-29 23:29] Train Step 3060/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6781.41, Accuracy = 0.63, Loss = 1.186
[2019-11-29 23:29] Train Step 3065/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6786.90, Accuracy = 0.61, Loss = 1.248
[2019-11-29 23:29] Train Step 3070/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6608.13, Accuracy = 0.62, Loss = 1.222
[2019-11-29 23:29] Train Step 3075/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6814.64, Accuracy = 0.62, Loss = 1.255
[2019-11-29 23:29] Train Step 3080/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6801.34, Accuracy = 0.61, Loss = 1.245
[2019-11-29 23:29] Train Step 3085/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6857.46, Accuracy = 0.62, Loss = 1.184
[2019-11-29 23:29] Train Step 3090/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6834.42, Accuracy = 0.62, Loss = 1.231
[2019-11-29 23:29] Train Step 3095/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6875.73, Accuracy = 0.63, Loss = 1.220
[2019-11-29 23:29] Train Step 3100/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6833.20, Accuracy = 0.61, Loss = 1.221
GENERATED SENTENCE at step 3100 ------- /g the miller was a little son, and said, i will g

[2019-11-29 23:29] Train Step 3105/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6743.42, Accuracy = 0.61, Loss = 1.260
[2019-11-29 23:29] Train Step 3110/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6757.68, Accuracy = 0.62, Loss = 1.224
[2019-11-29 23:29] Train Step 3115/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6781.24, Accuracy = 0.59, Loss = 1.313
[2019-11-29 23:29] Train Step 3120/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6730.40, Accuracy = 0.61, Loss = 1.244
[2019-11-29 23:29] Train Step 3125/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6807.90, Accuracy = 0.62, Loss = 1.214
[2019-11-29 23:29] Train Step 3130/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6845.05, Accuracy = 0.62, Loss = 1.213
[2019-11-29 23:29] Train Step 3135/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6848.89, Accuracy = 0.61, Loss = 1.248
[2019-11-29 23:29] Train Step 3140/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6798.76, Accuracy = 0.63, Loss = 1.252
[2019-11-29 23:29] Train Step 3145/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6736.65, Accuracy = 0.60, Loss = 1.272
[2019-11-29 23:29] Train Step 3150/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6822.78, Accuracy = 0.63, Loss = 1.203
[2019-11-29 23:29] Train Step 3155/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6768.76, Accuracy = 0.62, Loss = 1.195
[2019-11-29 23:29] Train Step 3160/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6842.61, Accuracy = 0.63, Loss = 1.201
[2019-11-29 23:29] Train Step 3165/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6850.64, Accuracy = 0.62, Loss = 1.222
[2019-11-29 23:29] Train Step 3170/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6872.04, Accuracy = 0.63, Loss = 1.178
[2019-11-29 23:29] Train Step 3175/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6883.49, Accuracy = 0.61, Loss = 1.246
[2019-11-29 23:29] Train Step 3180/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6871.51, Accuracy = 0.61, Loss = 1.268
[2019-11-29 23:29] Train Step 3185/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6841.04, Accuracy = 0.62, Loss = 1.233
[2019-11-29 23:29] Train Step 3190/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6682.49, Accuracy = 0.63, Loss = 1.158
[2019-11-29 23:29] Train Step 3195/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6812.56, Accuracy = 0.60, Loss = 1.260
[2019-11-29 23:29] Train Step 3200/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6809.80, Accuracy = 0.62, Loss = 1.207
GENERATED SENTENCE at step 3200 ------- ut the bear and the second work of the world with 

[2019-11-29 23:29] Train Step 3205/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6540.03, Accuracy = 0.61, Loss = 1.255
[2019-11-29 23:29] Train Step 3210/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 2620.62, Accuracy = 0.61, Loss = 1.248
[2019-11-29 23:29] Train Step 3215/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6584.14, Accuracy = 0.61, Loss = 1.268
[2019-11-29 23:29] Train Step 3220/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6818.97, Accuracy = 0.62, Loss = 1.187
[2019-11-29 23:29] Train Step 3225/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6863.95, Accuracy = 0.60, Loss = 1.261
[2019-11-29 23:29] Train Step 3230/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6817.58, Accuracy = 0.62, Loss = 1.212
[2019-11-29 23:29] Train Step 3235/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6816.89, Accuracy = 0.61, Loss = 1.217
[2019-11-29 23:29] Train Step 3240/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6826.08, Accuracy = 0.62, Loss = 1.181
[2019-11-29 23:29] Train Step 3245/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6798.24, Accuracy = 0.63, Loss = 1.232
[2019-11-29 23:29] Train Step 3250/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6845.05, Accuracy = 0.61, Loss = 1.237
[2019-11-29 23:29] Train Step 3255/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6818.27, Accuracy = 0.61, Loss = 1.189
[2019-11-29 23:29] Train Step 3260/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6860.62, Accuracy = 0.61, Loss = 1.255
[2019-11-29 23:29] Train Step 3265/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6877.49, Accuracy = 0.63, Loss = 1.124
[2019-11-29 23:29] Train Step 3270/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6889.32, Accuracy = 0.59, Loss = 1.264
[2019-11-29 23:29] Train Step 3275/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6877.14, Accuracy = 0.63, Loss = 1.235
[2019-11-29 23:29] Train Step 3280/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6768.08, Accuracy = 0.61, Loss = 1.200
[2019-11-29 23:29] Train Step 3285/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.62, Loss = 1.245
[2019-11-29 23:29] Train Step 3290/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6801.17, Accuracy = 0.61, Loss = 1.209
[2019-11-29 23:29] Train Step 3295/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6829.90, Accuracy = 0.61, Loss = 1.275
[2019-11-29 23:29] Train Step 3300/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6843.65, Accuracy = 0.63, Loss = 1.216
GENERATED SENTENCE at step 3300 ------- ut her father, and the second still said: i have s

[2019-11-29 23:29] Train Step 3305/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6807.90, Accuracy = 0.62, Loss = 1.226
[2019-11-29 23:29] Train Step 3310/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6810.66, Accuracy = 0.61, Loss = 1.225
[2019-11-29 23:29] Train Step 3315/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6895.69, Accuracy = 0.62, Loss = 1.237
[2019-11-29 23:29] Train Step 3320/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6811.01, Accuracy = 0.62, Loss = 1.194
[2019-11-29 23:29] Train Step 3325/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6803.59, Accuracy = 0.60, Loss = 1.238
[2019-11-29 23:29] Train Step 3330/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6792.57, Accuracy = 0.60, Loss = 1.248
[2019-11-29 23:29] Train Step 3335/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6847.67, Accuracy = 0.63, Loss = 1.228
[2019-11-29 23:29] Train Step 3340/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6796.69, Accuracy = 0.60, Loss = 1.293
[2019-11-29 23:29] Train Step 3345/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6843.30, Accuracy = 0.64, Loss = 1.167
[2019-11-29 23:29] Train Step 3350/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6328.04, Accuracy = 0.62, Loss = 1.226
[2019-11-29 23:29] Train Step 3355/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6860.27, Accuracy = 0.62, Loss = 1.232
[2019-11-29 23:29] Train Step 3360/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6821.74, Accuracy = 0.65, Loss = 1.147
[2019-11-29 23:29] Train Step 3365/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6788.96, Accuracy = 0.62, Loss = 1.226
[2019-11-29 23:29] Train Step 3370/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6781.24, Accuracy = 0.62, Loss = 1.196
[2019-11-29 23:29] Train Step 3375/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6813.26, Accuracy = 0.62, Loss = 1.212
[2019-11-29 23:29] Train Step 3380/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6776.96, Accuracy = 0.62, Loss = 1.236
[2019-11-29 23:29] Train Step 3385/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6795.49, Accuracy = 0.60, Loss = 1.273
[2019-11-29 23:29] Train Step 3390/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6675.34, Accuracy = 0.64, Loss = 1.177
[2019-11-29 23:29] Train Step 3395/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6872.39, Accuracy = 0.62, Loss = 1.188
[2019-11-29 23:29] Train Step 3400/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6865.53, Accuracy = 0.62, Loss = 1.187
GENERATED SENTENCE at step 3400 ------- _ were so hand, and said, i will not be a long tim

[2019-11-29 23:29] Train Step 3405/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6920.40, Accuracy = 0.62, Loss = 1.214
[2019-11-29 23:29] Train Step 3410/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6878.73, Accuracy = 0.61, Loss = 1.216
[2019-11-29 23:29] Train Step 3415/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6918.80, Accuracy = 0.62, Loss = 1.201
[2019-11-29 23:29] Train Step 3420/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6895.87, Accuracy = 0.63, Loss = 1.191
[2019-11-29 23:29] Train Step 3425/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6955.19, Accuracy = 0.61, Loss = 1.253
[2019-11-29 23:29] Train Step 3430/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6960.96, Accuracy = 0.64, Loss = 1.125
[2019-11-29 23:29] Train Step 3435/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6976.52, Accuracy = 0.63, Loss = 1.191
[2019-11-29 23:29] Train Step 3440/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7010.22, Accuracy = 0.62, Loss = 1.230
[2019-11-29 23:29] Train Step 3445/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6948.35, Accuracy = 0.62, Loss = 1.176
[2019-11-29 23:29] Train Step 3450/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7042.04, Accuracy = 0.61, Loss = 1.194
[2019-11-29 23:29] Train Step 3455/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6971.63, Accuracy = 0.62, Loss = 1.191
[2019-11-29 23:29] Train Step 3460/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6818.97, Accuracy = 0.61, Loss = 1.253
[2019-11-29 23:29] Train Step 3465/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6787.76, Accuracy = 0.62, Loss = 1.204
[2019-11-29 23:29] Train Step 3470/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6782.10, Accuracy = 0.63, Loss = 1.144
[2019-11-29 23:29] Train Step 3475/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6787.41, Accuracy = 0.61, Loss = 1.224
[2019-11-29 23:29] Train Step 3480/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6772.35, Accuracy = 0.62, Loss = 1.247
[2019-11-29 23:29] Train Step 3485/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6833.03, Accuracy = 0.62, Loss = 1.210
[2019-11-29 23:29] Train Step 3490/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6800.31, Accuracy = 0.63, Loss = 1.187
[2019-11-29 23:29] Train Step 3495/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6878.55, Accuracy = 0.63, Loss = 1.212
[2019-11-29 23:29] Train Step 3500/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6870.98, Accuracy = 0.60, Loss = 1.272
GENERATED SENTENCE at step 3500 ------- ward the soldier was all the work of the work of t

[2019-11-29 23:29] Train Step 3505/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6946.55, Accuracy = 0.63, Loss = 1.195
[2019-11-29 23:29] Train Step 3510/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6874.50, Accuracy = 0.63, Loss = 1.191
[2019-11-29 23:29] Train Step 3515/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6920.22, Accuracy = 0.61, Loss = 1.210
[2019-11-29 23:29] Train Step 3520/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6881.20, Accuracy = 0.61, Loss = 1.208
[2019-11-29 23:29] Train Step 3525/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6966.56, Accuracy = 0.62, Loss = 1.224
[2019-11-29 23:29] Train Step 3530/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6999.26, Accuracy = 0.62, Loss = 1.255
[2019-11-29 23:29] Train Step 3535/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7004.37, Accuracy = 0.60, Loss = 1.304
[2019-11-29 23:29] Train Step 3540/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7062.23, Accuracy = 0.65, Loss = 1.173
[2019-11-29 23:29] Train Step 3545/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7006.20, Accuracy = 0.60, Loss = 1.233
[2019-11-29 23:29] Train Step 3550/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7079.93, Accuracy = 0.60, Loss = 1.246
[2019-11-29 23:29] Train Step 3555/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6821.39, Accuracy = 0.63, Loss = 1.235
[2019-11-29 23:29] Train Step 3560/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6888.61, Accuracy = 0.62, Loss = 1.239
[2019-11-29 23:29] Train Step 3565/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6828.85, Accuracy = 0.63, Loss = 1.195
[2019-11-29 23:29] Train Step 3570/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6795.15, Accuracy = 0.64, Loss = 1.173
[2019-11-29 23:29] Train Step 3575/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6794.29, Accuracy = 0.60, Loss = 1.253
[2019-11-29 23:29] Train Step 3580/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6786.38, Accuracy = 0.62, Loss = 1.255
[2019-11-29 23:29] Train Step 3585/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6831.29, Accuracy = 0.62, Loss = 1.203
[2019-11-29 23:29] Train Step 3590/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6805.48, Accuracy = 0.63, Loss = 1.227
[2019-11-29 23:29] Train Step 3595/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6864.13, Accuracy = 0.61, Loss = 1.250
[2019-11-29 23:29] Train Step 3600/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6804.45, Accuracy = 0.62, Loss = 1.185
GENERATED SENTENCE at step 3600 ------- g in the world with the world with the world with 

[2019-11-29 23:29] Train Step 3605/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6919.15, Accuracy = 0.62, Loss = 1.184
[2019-11-29 23:29] Train Step 3610/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6883.49, Accuracy = 0.63, Loss = 1.206
[2019-11-29 23:29] Train Step 3615/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6949.07, Accuracy = 0.62, Loss = 1.234
[2019-11-29 23:29] Train Step 3620/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6940.98, Accuracy = 0.62, Loss = 1.207
[2019-11-29 23:29] Train Step 3625/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7022.69, Accuracy = 0.61, Loss = 1.244
[2019-11-29 23:29] Train Step 3630/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6998.89, Accuracy = 0.61, Loss = 1.256
[2019-11-29 23:29] Train Step 3635/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7047.95, Accuracy = 0.62, Loss = 1.211
[2019-11-29 23:29] Train Step 3640/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7033.18, Accuracy = 0.61, Loss = 1.251
[2019-11-29 23:29] Train Step 3645/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6996.52, Accuracy = 0.65, Loss = 1.114
[2019-11-29 23:29] Train Step 3650/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7050.18, Accuracy = 0.63, Loss = 1.210
[2019-11-29 23:29] Train Step 3655/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7004.37, Accuracy = 0.62, Loss = 1.238
[2019-11-29 23:29] Train Step 3660/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7071.16, Accuracy = 0.61, Loss = 1.251
[2019-11-29 23:29] Train Step 3665/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6992.15, Accuracy = 0.63, Loss = 1.186
[2019-11-29 23:29] Train Step 3670/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6990.69, Accuracy = 0.62, Loss = 1.215
[2019-11-29 23:29] Train Step 3675/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6956.99, Accuracy = 0.62, Loss = 1.212
[2019-11-29 23:29] Train Step 3680/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6728.21, Accuracy = 0.62, Loss = 1.224
[2019-11-29 23:29] Train Step 3685/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6775.25, Accuracy = 0.62, Loss = 1.211
[2019-11-29 23:29] Train Step 3690/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6761.43, Accuracy = 0.63, Loss = 1.187
[2019-11-29 23:29] Train Step 3695/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6856.94, Accuracy = 0.63, Loss = 1.204
[2019-11-29 23:29] Train Step 3700/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6872.56, Accuracy = 0.61, Loss = 1.249
GENERATED SENTENCE at step 3700 ------- 5. then she went into the world, and the second st

[2019-11-29 23:29] Train Step 3705/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6894.10, Accuracy = 0.62, Loss = 1.253
[2019-11-29 23:29] Train Step 3710/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6832.85, Accuracy = 0.61, Loss = 1.200
[2019-11-29 23:29] Train Step 3715/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6955.37, Accuracy = 0.60, Loss = 1.238
[2019-11-29 23:29] Train Step 3720/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6957.53, Accuracy = 0.62, Loss = 1.185
[2019-11-29 23:29] Train Step 3725/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7004.00, Accuracy = 0.61, Loss = 1.207
[2019-11-29 23:29] Train Step 3730/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7027.84, Accuracy = 0.62, Loss = 1.222
[2019-11-29 23:29] Train Step 3735/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7008.58, Accuracy = 0.60, Loss = 1.274
[2019-11-29 23:29] Train Step 3740/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7056.85, Accuracy = 0.62, Loss = 1.219
[2019-11-29 23:29] Train Step 3745/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6986.32, Accuracy = 0.62, Loss = 1.241
[2019-11-29 23:29] Train Step 3750/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7051.47, Accuracy = 0.64, Loss = 1.184
[2019-11-29 23:29] Train Step 3755/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 7032.26, Accuracy = 0.62, Loss = 1.206
[2019-11-29 23:29] Train Step 3760/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6855.54, Accuracy = 0.62, Loss = 1.247
[2019-11-29 23:29] Train Step 3765/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6821.91, Accuracy = 0.63, Loss = 1.206
[2019-11-29 23:29] Train Step 3770/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6786.90, Accuracy = 0.62, Loss = 1.195
[2019-11-29 23:29] Train Step 3775/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6779.36, Accuracy = 0.61, Loss = 1.252
[2019-11-29 23:29] Train Step 3780/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6780.39, Accuracy = 0.61, Loss = 1.261
[2019-11-29 23:29] Train Step 3785/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6823.65, Accuracy = 0.62, Loss = 1.214
[2019-11-29 23:29] Train Step 3790/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6809.28, Accuracy = 0.62, Loss = 1.184
[2019-11-29 23:29] Train Step 3795/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6820.53, Accuracy = 0.60, Loss = 1.234
[2019-11-29 23:29] Train Step 3800/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6862.90, Accuracy = 0.64, Loss = 1.141
GENERATED SENTENCE at step 3800 ------- @raps the sound of the wood and the seased the tre

[2019-11-29 23:29] Train Step 3805/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6740.71, Accuracy = 0.63, Loss = 1.147
[2019-11-29 23:29] Train Step 3810/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6762.79, Accuracy = 0.63, Loss = 1.180
[2019-11-29 23:29] Train Step 3815/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6769.27, Accuracy = 0.63, Loss = 1.225
[2019-11-29 23:29] Train Step 3820/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6765.86, Accuracy = 0.62, Loss = 1.181
[2019-11-29 23:29] Train Step 3825/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6824.51, Accuracy = 0.63, Loss = 1.175
[2019-11-29 23:29] Train Step 3830/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6830.07, Accuracy = 0.60, Loss = 1.250
[2019-11-29 23:29] Train Step 3835/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6851.86, Accuracy = 0.61, Loss = 1.225
[2019-11-29 23:29] Train Step 3840/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6866.59, Accuracy = 0.61, Loss = 1.218
[2019-11-29 23:29] Train Step 3845/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6836.86, Accuracy = 0.63, Loss = 1.196
[2019-11-29 23:29] Train Step 3850/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6846.10, Accuracy = 0.62, Loss = 1.189
[2019-11-29 23:29] Train Step 3855/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6784.67, Accuracy = 0.64, Loss = 1.145
[2019-11-29 23:29] Train Step 3860/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6815.16, Accuracy = 0.63, Loss = 1.191
[2019-11-29 23:29] Train Step 3865/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6825.56, Accuracy = 0.61, Loss = 1.230
[2019-11-29 23:29] Train Step 3870/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6828.16, Accuracy = 0.63, Loss = 1.179
[2019-11-29 23:29] Train Step 3875/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6709.88, Accuracy = 0.64, Loss = 1.166
[2019-11-29 23:29] Train Step 3880/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6851.69, Accuracy = 0.62, Loss = 1.200
[2019-11-29 23:29] Train Step 3885/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6893.74, Accuracy = 0.63, Loss = 1.181
[2019-11-29 23:29] Train Step 3890/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 6868.17, Accuracy = 0.62, Loss = 1.209
