dnn_hidden_units : 100
learning_rate : 0.002
max_steps : 1500
batch_size : 200
eval_freq : 1
data_dir : ./cifar10/cifar-10-batches-py
neg_slope : 0.02
plot : 1
n_inputs 3072, n_classes 10
[DEBUG] start training
iter 0, avg loss train 2.3026090892140365, test loss 2.302488196494763, train acc 0.065, test acc 0.1601
iter 1387, avg loss train 1.5813405902184177, test loss 1.5269582778887731, train acc 0.505, test acc 0.465
iter 1388, avg loss train 1.5812093276261365, test loss 1.6091835781566937, train acc 0.51, test acc 0.4475
iter 1389, avg loss train 1.5811701184442166, test loss 1.6967017002881621, train acc 0.47, test acc 0.4415
iter 1390, avg loss train 1.5810877200226967, test loss 1.5070074549744157, train acc 0.47, test acc 0.4703
iter 1391, avg loss train 1.5809797551954472, test loss 1.5882967403345423, train acc 0.455, test acc 0.4545
iter 1392, avg loss train 1.5808676795321877, test loss 1.5303432370554861, train acc 0.54, test acc 0.4581
iter 1393, avg loss train 1.580711566321299, test loss 1.5012694198194876, train acc 0.53, test acc 0.4749
iter 1394, avg loss train 1.5805999715374708, test loss 1.5034993108712527, train acc 0.52, test acc 0.4742
iter 1395, avg loss train 1.5804936841314925, test loss 1.5065886442487484, train acc 0.475, test acc 0.4737
iter 1396, avg loss train 1.580394852731644, test loss 1.5729214092865855, train acc 0.52, test acc 0.4449
iter 1397, avg loss train 1.5801964044986059, test loss 1.5494156695927366, train acc 0.56, test acc 0.4646
iter 1398, avg loss train 1.5800750041596288, test loss 1.4915499769644256, train acc 0.51, test acc 0.4843
iter 1399, avg loss train 1.579863310782565, test loss 1.5319246296605167, train acc 0.52, test acc 0.4749
iter 1400, avg loss train 1.579777838680753, test loss 1.518009654623645, train acc 0.47, test acc 0.4685
iter 1401, avg loss train 1.579686139823756, test loss 1.5670778731371868, train acc 0.5, test acc 0.449
iter 1402, avg loss train 1.5795092800277184, test loss 1.5835220759646569, train acc 0.53, test acc 0.4522
iter 1403, avg loss train 1.579368573843315, test loss 1.5445725812706101, train acc 0.52, test acc 0.4791
iter 1404, avg loss train 1.5792775251449158, test loss 1.5035936274469206, train acc 0.5, test acc 0.4752
iter 1405, avg loss train 1.5791532270840445, test loss 1.4805857724007634, train acc 0.535, test acc 0.4816
iter 1406, avg loss train 1.5789235212982682, test loss 1.5383193879121317, train acc 0.515, test acc 0.4722
iter 1407, avg loss train 1.5789205247636546, test loss 1.6055332687705501, train acc 0.47, test acc 0.4376
iter 1408, avg loss train 1.5788144639212376, test loss 1.620724037569906, train acc 0.505, test acc 0.4366
iter 1409, avg loss train 1.5786943826543973, test loss 1.5263583135617538, train acc 0.47, test acc 0.4639
iter 1410, avg loss train 1.578572837942852, test loss 1.4939558640555217, train acc 0.53, test acc 0.4768
iter 1411, avg loss train 1.5784619741948218, test loss 1.6375966831634277, train acc 0.48, test acc 0.4336
iter 1412, avg loss train 1.5784287962165067, test loss 1.6728369437462722, train acc 0.52, test acc 0.4318
iter 1413, avg loss train 1.5785092296915393, test loss 1.7224487206056325, train acc 0.445, test acc 0.4247
iter 1414, avg loss train 1.5785475067597683, test loss 1.4898210724343222, train acc 0.46, test acc 0.4788
iter 1415, avg loss train 1.5783762279881475, test loss 1.4890552034896092, train acc 0.51, test acc 0.4754
iter 1416, avg loss train 1.5783224800692317, test loss 1.537697086270176, train acc 0.5, test acc 0.4622
iter 1417, avg loss train 1.5781389792258196, test loss 1.5458260647716195, train acc 0.56, test acc 0.4556
iter 1418, avg loss train 1.5780125666852098, test loss 1.525437994671052, train acc 0.565, test acc 0.4724
iter 1419, avg loss train 1.5779023572430129, test loss 1.6188638275891754, train acc 0.475, test acc 0.4436
iter 1420, avg loss train 1.5779016437288556, test loss 1.5536653954933142, train acc 0.515, test acc 0.4668
iter 1421, avg loss train 1.577768988933571, test loss 1.6054678373644484, train acc 0.48, test acc 0.4423
iter 1422, avg loss train 1.5776676232522127, test loss 1.5732279612759215, train acc 0.51, test acc 0.4581
iter 1423, avg loss train 1.5775583893443204, test loss 1.5084782378171298, train acc 0.455, test acc 0.4783
iter 1424, avg loss train 1.5774549349242064, test loss 1.5282499401202672, train acc 0.5, test acc 0.4691
iter 1425, avg loss train 1.5773394590161418, test loss 1.5155202289123837, train acc 0.525, test acc 0.4715
iter 1426, avg loss train 1.5771841584577453, test loss 1.6558126398221538, train acc 0.515, test acc 0.4328
iter 1427, avg loss train 1.577097808169448, test loss 1.5693852707995972, train acc 0.515, test acc 0.4554
iter 1428, avg loss train 1.577124485390223, test loss 1.6516137654379104, train acc 0.44, test acc 0.4376
iter 1429, avg loss train 1.5771332102465345, test loss 1.5980717114378786, train acc 0.48, test acc 0.4448
iter 1430, avg loss train 1.5771333411062547, test loss 1.5215662242429155, train acc 0.435, test acc 0.4722
iter 1431, avg loss train 1.5769483559524733, test loss 1.4775945663394423, train acc 0.525, test acc 0.4834
iter 1432, avg loss train 1.5767698185552776, test loss 1.4788298664295543, train acc 0.535, test acc 0.4792
iter 1433, avg loss train 1.5766432205978098, test loss 1.5351746610202763, train acc 0.47, test acc 0.4682
iter 1434, avg loss train 1.5765917668565939, test loss 1.5836738963241865, train acc 0.465, test acc 0.4454
iter 1435, avg loss train 1.5764613845436837, test loss 1.6685544250502478, train acc 0.495, test acc 0.4219
iter 1436, avg loss train 1.576341072272342, test loss 1.5846069159117955, train acc 0.505, test acc 0.4669
iter 1437, avg loss train 1.5763152691008964, test loss 1.5156410255887636, train acc 0.465, test acc 0.4759
iter 1438, avg loss train 1.5761744637553674, test loss 1.5112183834146762, train acc 0.505, test acc 0.4776
iter 1439, avg loss train 1.575938169517878, test loss 1.4734806681863462, train acc 0.61, test acc 0.4894
iter 1440, avg loss train 1.5757834607375873, test loss 1.5381763354114821, train acc 0.525, test acc 0.4627
iter 1441, avg loss train 1.5756812621787346, test loss 1.510726139610602, train acc 0.5, test acc 0.4719
iter 1442, avg loss train 1.5755624438324551, test loss 1.6275269007664752, train acc 0.505, test acc 0.4569
iter 1443, avg loss train 1.575568955774865, test loss 1.7051392202049902, train acc 0.47, test acc 0.4152
iter 1444, avg loss train 1.5755646822758047, test loss 1.646515245918271, train acc 0.465, test acc 0.4443
iter 1445, avg loss train 1.575504865645029, test loss 1.6410477180815517, train acc 0.455, test acc 0.4429
iter 1446, avg loss train 1.575534816515171, test loss 1.658398210226484, train acc 0.46, test acc 0.4507
iter 1447, avg loss train 1.5755743949090297, test loss 1.6544381501920655, train acc 0.435, test acc 0.4321
iter 1448, avg loss train 1.5756050424743224, test loss 1.6790271346065664, train acc 0.475, test acc 0.4373
iter 1449, avg loss train 1.5755526637332269, test loss 1.5758990132547206, train acc 0.51, test acc 0.4569
iter 1450, avg loss train 1.575559240707698, test loss 1.6333760258637051, train acc 0.45, test acc 0.4416
iter 1451, avg loss train 1.5754627519504731, test loss 1.5147690673321343, train acc 0.48, test acc 0.4716
iter 1452, avg loss train 1.5753462167865138, test loss 1.4848510021625196, train acc 0.505, test acc 0.4783
iter 1453, avg loss train 1.5751168528025077, test loss 1.5042496207104095, train acc 0.515, test acc 0.4766
iter 1454, avg loss train 1.5749653134586303, test loss 1.5655851353896235, train acc 0.51, test acc 0.4624
iter 1455, avg loss train 1.574926487772903, test loss 1.7097518198720176, train acc 0.485, test acc 0.4231
iter 1456, avg loss train 1.5749879410943306, test loss 1.7310116479906998, train acc 0.415, test acc 0.4406
iter 1457, avg loss train 1.5750827239670482, test loss 1.6971292383747485, train acc 0.405, test acc 0.4376
iter 1458, avg loss train 1.5751570779059478, test loss 1.8631917307750474, train acc 0.445, test acc 0.4257
iter 1459, avg loss train 1.5751642333849385, test loss 1.5451857094841372, train acc 0.44, test acc 0.4647
iter 1460, avg loss train 1.5750280119792939, test loss 1.5476908494604171, train acc 0.465, test acc 0.4588
iter 1461, avg loss train 1.5749608215167936, test loss 1.5817086286229896, train acc 0.485, test acc 0.4462
iter 1462, avg loss train 1.5749374257393054, test loss 1.5745672467176592, train acc 0.41, test acc 0.461
iter 1463, avg loss train 1.5748487211564206, test loss 1.606119951365886, train acc 0.47, test acc 0.4476
iter 1464, avg loss train 1.5748231001622983, test loss 1.608711800467418, train acc 0.44, test acc 0.4693
iter 1465, avg loss train 1.5748537298309735, test loss 1.5804261387830276, train acc 0.495, test acc 0.4549
iter 1466, avg loss train 1.5747607292289088, test loss 1.4945669276050213, train acc 0.565, test acc 0.4813
iter 1467, avg loss train 1.5746301901990105, test loss 1.4899647484840457, train acc 0.53, test acc 0.4798
iter 1468, avg loss train 1.574599324416132, test loss 1.5224592596773578, train acc 0.48, test acc 0.4723
iter 1469, avg loss train 1.5744560108371743, test loss 1.5717615374163687, train acc 0.53, test acc 0.4602
iter 1470, avg loss train 1.5743667432215664, test loss 1.5561773834171293, train acc 0.465, test acc 0.4615
iter 1471, avg loss train 1.5743022502215036, test loss 1.69577948293509, train acc 0.5, test acc 0.4271
iter 1472, avg loss train 1.574397423427529, test loss 1.7777717197022138, train acc 0.455, test acc 0.4238
iter 1473, avg loss train 1.5743439997614868, test loss 1.630238200524875, train acc 0.5, test acc 0.4346
iter 1474, avg loss train 1.5742074003135562, test loss 1.5776466091138026, train acc 0.515, test acc 0.4591
iter 1475, avg loss train 1.574248606756076, test loss 1.5166895350095857, train acc 0.46, test acc 0.472
iter 1476, avg loss train 1.5741086882346769, test loss 1.6097220540809818, train acc 0.505, test acc 0.4355
iter 1477, avg loss train 1.574037272715511, test loss 1.5624792784496686, train acc 0.465, test acc 0.4636
iter 1478, avg loss train 1.5738838715299996, test loss 1.5317924730690877, train acc 0.545, test acc 0.4623
iter 1479, avg loss train 1.5737642759824506, test loss 1.5918948553756347, train acc 0.48, test acc 0.4532
iter 1480, avg loss train 1.57366240301974, test loss 1.5897808925028676, train acc 0.52, test acc 0.4587
iter 1481, avg loss train 1.573656140376932, test loss 1.5524648357705129, train acc 0.43, test acc 0.4573
iter 1482, avg loss train 1.5735928660586553, test loss 1.5343323768864323, train acc 0.47, test acc 0.4703
iter 1483, avg loss train 1.5734720702771394, test loss 1.6377731746916253, train acc 0.505, test acc 0.4317
iter 1484, avg loss train 1.573417287182807, test loss 1.556377095397299, train acc 0.54, test acc 0.4573
iter 1485, avg loss train 1.5733418859454176, test loss 1.593190653834629, train acc 0.455, test acc 0.4487
iter 1486, avg loss train 1.57324165387287, test loss 1.467519270299436, train acc 0.525, test acc 0.4909
iter 1487, avg loss train 1.573092739700387, test loss 1.5245115018118818, train acc 0.54, test acc 0.4671
iter 1488, avg loss train 1.5730196157893854, test loss 1.472113021473357, train acc 0.46, test acc 0.4844
iter 1489, avg loss train 1.5728794778803656, test loss 1.4960622099599057, train acc 0.505, test acc 0.4793
iter 1490, avg loss train 1.572793508379238, test loss 1.5164928513847158, train acc 0.53, test acc 0.4733
iter 1491, avg loss train 1.5726629294875325, test loss 1.5156473628044793, train acc 0.52, test acc 0.4749
iter 1492, avg loss train 1.5725093106379333, test loss 1.6348464891006003, train acc 0.54, test acc 0.4422
iter 1493, avg loss train 1.5724777723378374, test loss 1.5628156117145027, train acc 0.46, test acc 0.4668
iter 1494, avg loss train 1.5725495708537773, test loss 1.585086217447423, train acc 0.46, test acc 0.4449
iter 1495, avg loss train 1.5725286372386107, test loss 1.6356515310331312, train acc 0.465, test acc 0.4476
iter 1496, avg loss train 1.5725286989938814, test loss 1.5699723816186095, train acc 0.455, test acc 0.4579
iter 1497, avg loss train 1.5725663132271226, test loss 1.6921022926219782, train acc 0.475, test acc 0.4207
iter 1498, avg loss train 1.5725153787021073, test loss 1.5773656831230052, train acc 0.48, test acc 0.4566
iter 1499, avg loss train 1.572524211169511, test loss 1.6088753368049757, train acc 0.44, test acc 0.4377
Start plotting...
